168,0.908737
169,0.925494
170,0.932087
171,0.919831
172,0.912129
173,0.922479
174,0.916523
175,0.906410
176,0.914012
177,0.915974
178,0.913799
179,0.909128
180,0.904536
181,0.906908
182,0.899270
183,0.896808
184,0.908486
185,0.902407
186,0.905210
187,0.903000
188,0.911541
189,0.877858
190,0.899321
191,0.934253
192,0.916171
193,0.912902
194,0.879184
195,0.892069
196,0.895482
197,0.895279
198,0.901203
199,0.901503
200,0.878993
201,0.885205
202,0.886409
203,0.883883
204,0.885032
205,0.871489
206,0.885453
207,0.864037
208,0.893786
209,0.937438
210,0.947963
211,0.867147
212,0.850314
213,0.873942
214,0.884103
215,0.895511
216,0.909455
217,0.912515
218,0.882612
219,0.897289
220,0.909847
221,0.915152
222,0.921916
223,0.932780
224,0.929785
225,0.929280
226,0.924692
227,0.936969
228,0.942704
229,0.924952
230,0.914068
231,0.893816
232,0.905544
233,0.900423
234,0.926640
235,0.934093
236,0.926299
237,0.940236
238,0.942217
239,0.937655
240,0.937940
241,0.941948
242,0.939315
243,0.941471
244,0.943777
245,0.944887
246,0.935597
247,0.931712
248,0.944503
249,0.944720
250,0.945466
251,0.945218
252,0.945724
253,0.946592
254,0.946580
255,0.943862
256,0.947245
257,0.947252
258,0.943426
259,0.940956
260,0.938772
261,0.937010
262,0.935880
263,0.936315
264,0.939491
265,0.946032
266,0.945656
267,0.943508
268,0.942297
269,0.942578
270,0.944350
271,0.944485
272,0.940285
273,0.936455
274,0.940301
275,0.941445
276,0.940782
277,0.940809
278,0.940522
279,0.940982
280,0.940782
281,0.940589
282,0.939796
283,0.939633
284,0.939287
285,0.935921
286,0.932937
287,0.931489
288,0.931673
289,0.931607
290,0.931824
291,0.930993
292,0.930151
293,0.928898
294,0.928241
295,0.928804
296,0.928251
297,0.928355
298,0.929525
299,0.929911
300,0.928913
301,0.928383
302,0.927492
303,0.928269
304,0.929794
305,0.930512
306,0.931059
307,0.931859
308,0.930835
309,0.931110
310,0.930777
311,0.927037
312,0.927154
313,0.927205
314,0.927586
315,0.927492
316,0.926774
317,0.926946
318,0.926928
319,0.929132
320,0.928349
321,0.926573
322,0.926225
323,0.926101
324,0.925935
325,0.925496
326,0.925152
327,0.925393
328,0.924611
329,0.924117
330,0.924319
331,0.923928
332,0.923766
333,0.923498
334,0.924083
335,0.925935
336,0.927766
337,0.930356
338,0.933735
339,0.934784
340,0.934675
341,0.934544
342,0.934439
343,0.934313
344,0.934599
345,0.934542
346,0.934562
347,0.934373
348,0.934401
349,0.934327
350,0.934321
351,0.934353
352,0.934276
353,0.934178
354,0.934072
355,0.933752
356,0.933871
357,0.933874
358,0.933885
359,0.933731
360,0.933502
361,0.933432
362,0.933491
363,0.933706
364,0.933600
365,0.933571
366,0.933302
367,0.933073
368,0.933054
369,0.932965
370,0.932594
371,0.932502
372,0.932541
373,0.932548
374,0.932321
375,0.932322
376,0.932174
377,0.932374
378,0.932516
379,0.932594
380,0.932427
381,0.932079
382,0.931805
383,0.931692
384,0.931746
385,0.931593
386,0.931597
387,0.931700
388,0.931766
389,0.931786
390,0.931710
391,0.931587
392,0.931612
393,0.931557
394,0.931581
395,0.931523
396,0.931541
397,0.931459
398,0.931301
399,0.930842
400,0.930668
401,0.930687
402,0.930999
403,0.930634
404,0.930518
405,0.930445
406,0.930386
407,0.930287
408,0.930357
409,0.930239
410,0.930078
411,0.929953
412,0.929884
413,0.929728
414,0.929788
415,0.929713
416,0.929524
417,0.929289
418,0.929231
419,0.929335
420,0.929296
421,0.929162
422,0.928869
423,0.928568
424,0.928565
425,0.928370
426,0.928297
427,0.928445
428,0.928447
429,0.927852
430,0.926582
431,0.926021
432,0.925774
433,0.925734
434,0.925538
435,0.925461
436,0.925171
437,0.924988
438,0.924978
439,0.925110
440,0.924978
441,0.924872
442,0.925004
443,0.924928
444,0.924977
445,0.924893
446,0.924968
447,0.924879
448,0.924982
449,0.924959
450,0.924812
451,0.924843
452,0.925072
453,0.925571
454,0.925239
455,0.925146
456,0.924994
457,0.924984
458,0.925122
459,0.925258
460,0.925184
461,0.925144
462,0.924949
463,0.925031
464,0.925015
465,0.925047
466,0.925053
467,0.925060
468,0.925044
469,0.925099
470,0.925098
471,0.925033
472,0.925095
473,0.925136
474,0.925102
475,0.925165
476,0.925416
477,0.925737
478,0.925653
479,0.925805
480,0.925989
481,0.926126
482,0.926124
483,0.926733
484,0.927052
485,0.926995
